school_name,state_name,enrollment
Richgrove Elementary,California,623
Richmond Elementary,California,216
Hanna Ranch Elementary,California,481
Bayview Elementary,California,575
Collins Elementary,California,332
Coronado Elementary,California,443
Crespi Junior High,California,513
De Anza High,California,1331
Dover Elementary,California,698
El Cerrito High,California,1460
Ellerhorst Elementary,California,366
Fairmont Elementary,California,553
Ford Elementary,California,476
Greenwood Academy,California,345
Grant Elementary,California,490
Harding Elementary,California,420
Helms Middle,California,997
Lupine Hills Elementary,California,382
John F. Kennedy High,California,915
Kensington Elementary,California,507
Martin Luther King Jr. Elementary,California,453
Lake Elementary,California,415
Lincoln Elementary,California,427
Madera Elementary,California,508
Mira Vista Elementary,California,558
Montalvin Manor Elementary,California,431
Murphy Elementary,California,509
Nystrom Elementary,California,503
Ohlone Elementary,California,380
Olinda Elementary,California,307
Peres Elementary,California,531
Pinole Middle,California,538
Pinole Valley High,California,1164
Fred T. Korematsu Middle,California,643
Richmond High,California,1590
Riverside Elementary,California,371
Shannon Elementary,California,329
Sheldon Elementary,California,382
Stege Elementary,California,282
Stewart Elementary,California,463
Tara Hills Elementary,California,485
Valley View Elementary,California,336
Verde Elementary,California,339
Washington Elementary,California,459
Wilson Elementary,California,461
Harbour Way Elementary Community Day,California,8
Cesar E. Chavez Elementary,California,554
Hercules High,California,996
Manzanita Middle,California,99
Edward M. Downer Elementary,California,609
Middle College High,California,285
Highland Elementary,California,484
Vista High (Alternative),California,261
Hercules Middle,California,584
Leadership Public Schools: Richmond,California,548
Lovonya DeJean Middle,California,457
Richmond College Preparatory,California,436
Cameron,California,
Richmond Charter Academy,California,248
Richmond Charter Elementary-Benito Juarez,California,465
Aspire Richmond Ca. College Preparatory Academy,California,348
Aspire Richmond Technology Academy,California,286
John Henry High,California,202
Summit Public School: Tamalpais,California,117
Lake Arrowhead Elementary,California,637
Mary P. Henck Intermediate,California,788
Mountain High,California,46
Rim of the World Senior High,California,1125
Charles Hoffman Elementary,California,336
Valley of Enchantment Elementary,California,586
Rim Virtual,California,0
Binkley Elementary Charter,California,395
Madrone Elementary,California,402
Spring Creek Matanzas Charter,California,581
Whited Elementary Charter,California,445
Sequoia Elementary,California,423
Village Elementary Charter,California,408
Austin Creek Elementary,California,434
Rincon Valley Charter,California,368
Redwood Consortium for Student Services,California,88
Rio Bravo-Greeley Elementary,California,457
Rio Bravo Elementary,California,576
Eagle Prairie Elementary,California,214
Monument Middle,California,118
Rio del Valle Middle,California,697
Rio Lindo Elementary,California,542
Rio Plaza Elementary,California,604
Rio Real Elementary,California,777
Rio Rosales,California,576
Rio del Norte,California,579
Rio Del Mar,California,565
Rio Vista Middle,California,800
Ripon Elementary,California,470
Ripon High,California,909
Ripona Elementary,California,395
Weston Elementary,California,447
Colony Oak Elementary,California,446
Park View Elementary,California,473
California Connections Academy @ Ripon,California,1054
Harvest High,California,22
Mokelumne High (Continuation),California,15
Bates Elementary,California,151
Delta High,California,190
Isleton Elementary,California,177
Rio Vista High,California,375
Riverview Middle,California,244
Walnut Grove Elementary,California,171
D. H. White Elementary,California,359
River Delta High/Elementary (Alternative),California,15
River Delta Community Day,California,3
Clarksburg Middle,California,237
Delta Elementary Charter,California,409
Raincross High (Continuation),California,186
Amelia Earhart Middle,California,1023
Tomas Rivera Elementary,California,741
Adams Elementary,California,536
Alcott Elementary,California,809
Arlington High,California,1955
Bryant Elementary,California,437
Castle View Elementary,California,661
Central Middle,California,643
Chemawa Middle,California,883
Emerson Elementary,California,832
Fremont Elementary,California,545
Matthew Gage Middle,California,894
Harrison Elementary,California,514
Hawthorne Elementary,California,801
Highgrove Elementary,California,776
Highland Elementary,California,778
Jackson Elementary,California,831
Jefferson Elementary,California,1015
Liberty Elementary,California,750
Abraham Lincoln Continuation,California,152
Longfellow Elementary,California,777
Madison Elementary,California,711
Magnolia Elementary,California,645
Monroe Elementary,California,679
Mountain View Elementary,California,757
John W. North High,California,2259
Pachappa Elementary,California,761
Polytechnic High,California,2747
Ramona High,California,2142
Sierra Middle,California,808
Sunshine Special Education,California,75
University Heights Middle,California,801
Victoria Elementary,California,601
Washington Elementary,California,860
Woodcrest Elementary,California,666
Summit View Independent Study,California,246
Martin Luther King Jr. High,California,3242
William Howard Taft Elementary,California,661
Opportunity Program,California,49
Benjamin Franklin Elementary,California,807
John F. Kennedy Elementary,California,1094
Lake Mathews Elementary,California,875
Mark Twain Elementary,California,1113
Patricia Beatty Elementary,California,674
Riverside Virtual,California,92
Frank Augustus Miller Middle,California,1001
Riverside STEM Academy,California,641
REACH Leadership STEAM Academy,California,441
Encore High School for the Arts - Riverside,California,707
Roberts Ferry Union Elementary,California,88
Roberts Ferry Charter School Academy,California,43
Glenwood Elementary,California,479
Main Avenue Elementary,California,368
Bell Avenue Elementary,California,475
Robla Elementary,California,416
Taylor Street Elementary,California,450
Robla Preschool,California,
Paseo Grande Charter,California,96
National University Academy Robla,California,
Rockford Elementary,California,370
Romoland Elementary,California,467
Harvest Valley Elementary,California,665
Mesa View Elementary,California,890
Ethan A Chase Middle,California,1208
Boulder Ridge Elementary,California,602
Del Rio Elementary,California,410
Almondale Elementary,California,672
Rosedale Middle,California,660
Rosedale-North Elementary,California,476
Independence Elementary,California,715
Freedom Middle,California,655
Centennial Elementary,California,490
Patriot Elementary,California,794
American Elementary,California,747
Roseland Elementary,California,608
Sheppard Elementary,California,510
Roseland Charter,California,1325
Roseland Creek Elementary,California,390
Encinita Elementary,California,350
Mildred B. Janson Elementary,California,567
Muscatel Middle,California,660
Savannah Elementary,California,436
Emma W. Shuey Elementary,California,498
George A. Buljan Middle,California,1099
Vencil Brown Elementary,California,419
George Cirby Elementary,California,387
Crestmont Elementary,California,497
Warren T. Eich Middle,California,900
William Kaseberg Elementary,California,324
Bradford Woodbridge Fundamental Elementary,California,330
Catheryn Gates Elementary,California,584
Robert C. Cooley Middle,California,918
Diamond Creek Elementary,California,605
Stoneridge Elementary,California,569
George Sargeant Elementary,California,429
Ferris Spanger Elementary,California,440
Thomas Jefferson Elementary,California,490
Blue Oaks Elementary,California,548
Junction Elementary,California,746
Barbara Chilton Middle,California,599
Fiddyment Farm,California,652
Woodcreek High,California,2182
Adelante High (Continuation),California,98
Oakmont High,California,1891
Roseville High,California,1978
Granite Bay High,California,2048
Independence High (Alternative),California,182
Antelope High,California,1825
Ross Elementary,California,382
Round Valley Elementary,California,138
Eel River Charter,California,46
Round Valley Elementary,California,285
Round Valley High,California,89
Round Valley Continuation,California,15
Alvarado Intermediate,California,749
Blandford Elementary,California,694
Giano Intermediate,California,590
Hollingworth Elementary,California,357
Hurley Elementary,California,544
Jellick Elementary,California,389
John A. Rowland High,California,2188
Killian Elementary,California,624
Nogales High,California,1951
Northam Elementary,California,514
Rorimer Elementary,California,549
Rowland Elementary,California,536
Santana High (Continuation),California,170
Shelyn Elementary,California,417
Villacorta Elementary,California,449
Ybarra Academy for the Arts and Technology,California,687
Yorbita Elementary,California,464
Rowland Unified Community Day,California,43
Stanley G. Oswalt Academy,California,1062
Rowland Assistive Technology Academy,California,11
iQ Academy California-Los Angeles,California,470
Telesis Academy of Science & Math,California,803
Farjardo - La Seda Preschool,California,
Father Keith B. Kenny,California,398
Matsuyama Elementary,California,634
A. M. Winn Waldorf-Inspired,California,389
Abraham Lincoln Elementary,California,471
Albert Einstein Middle,California,718
American Legion High (Continuation),California,280
Bowling Green Elementary,California,824
Bret Harte Elementary,California,288
C. K. McClatchy High,California,2303
Caleb Greenwood Elementary,California,492
California Middle,California,906
Camellia Elementary,California,457
Caroline Wenzel Elementary,California,313
Rosa Parks Elementary,California,809
David Lubin Elementary,California,555
Earl Warren Elementary,California,471
Edward Kemble Elementary,California,547
Elder Creek Elementary,California,764
Ethel I. Baker Elementary,California,712
Ethel Phillips Elementary,California,523
Fern Bacon Middle,California,759
Genevieve Didion,California,616
Golden Empire Elementary,California,587
H. W. Harkness Elementary,California,371
Hiram W. Johnson High,California,1542
Hollywood Park Elementary,California,353
Hubert H. Bancroft Elementary,California,478
Isador Cohen Elementary,California,256
James Marshall Elementary,California,423
Leataata Floyd Elementary,California,346
John Bidwell Elementary,California,354
John Cabrillo Elementary,California,372
John D. Sloat Elementary,California,251
John F. Kennedy High,California,2230
John H. Still,California,972
New Joseph Bonnheim (NJB) Community Charter,California,290
Kit Carson Middle,California,453
Luther Burbank High,California,1739
Mark Twain Elementary,California,336
Nicholas Elementary,California,655
O. W. Erlewine Elementary,California,322
Oak Ridge Elementary,California,592
Pacific Elementary,California,716
Parkway Elementary,California,600
Peter Burnett Elementary,California,582
Phoebe A. Hearst Elementary,California,670
Pony Express Elementary,California,395
Crocker/Riverside Elementary,California,669
Sam Brannan Middle,California,487
Sequoia Elementary,California,468
Susan B. Anthony Elementary,California,318
Sutter Middle,California,1176
Sutterville Elementary,California,524
Tahoe Elementary,California,361
Theodore Judah Elementary,California,556
Will C. Wood Middle,California,645
William Land Elementary,California,401
Woodbine Elementary,California,289
Capital City Independent Study,California,360
Alice Birney Waldorf-Inspired,California,554
Success Academy,California,15
Martin Luther King Jr.,California,447
Leonardo Da Vinci,California,855
Cesar Chavez Intermediate,California,406
West Campus,California,857
The Language Academy of Sacramento,California,565
Arthur A. Benjamin Health Professions High,California,210
Aspire Capitol Heights Academy,California,292
Sacramento Charter High,California,902
Rosemont High,California,1402
The MET,California,277
George Washington Carver School of Arts and Science,California,297
New Technology High,California,187
Sol Aureus College Preparatory,California,330
St. HOPE Public School 7,California,565
California Montessori Project - Capitol Campus,California,322
John Morse Therapeutic Center,California,56
School of Engineering & Sciences,California,506
Yav Pem Suab Academy - Preparing for the Future Charter,California,460
Capitol Collegiate Academy,California,281
Oak Park Preparatory Academy,California,138
Washington Elementary,California,190
Lake Forest Elementary,California,833
Portola Hills Elementary,California,721
Rancho Santa Margarita Intermediate,California,1335
Robinson Elementary,California,606
Foothill Ranch Elementary,California,1148
Cordillera Elementary,California,585
Del Cerro Elementary,California,482
De Portola Elementary,California,540
El Toro High,California,2486
Esperanza,California,109
Ralph A. Gates Elementary,California,1033
Glen Yermo Elementary,California,457
La Madera Elementary,California,584
La Paz Intermediate,California,920
Laguna Hills High,California,1606
Linda Vista Elementary,California,360
Lomarena Elementary,California,634
Los Alisos Intermediate,California,915
Mission Viejo High,California,2324
Montevideo Elementary,California,410
Olivewood Elementary,California,509
Rancho Canada Elementary,California,648
San Joaquin Elementary,California,338
Santiago Elementary,California,400
Serrano Intermediate,California,1181
Silverado High,California,201
Trabuco Elementary,California,54
Valencia Elementary,California,610
Mira Monte High (Alternative),California,40
Melinda Heights Elementary,California,1030
Del Lago Elementary,California,533
Trabuco Hills High,California,2841
Trabuco Mesa Elementary,California,586
Cielo Vista Elementary,California,718
La Tierra Early Childhood Center,California,
Dena Boer,California,548
Sisk Elementary,California,368
Salida Elementary,California,345
Salida Middle School - Vella Campus,California,845
Independence Charter,California,75
Great Valley Academy - Salida,California,791
Mildred Perkins Elementary,California,306
Boronda Elementary,California,105
El Gabilan Elementary,California,795
Henry F. Kammann Elementary,California,804
Loma Vista Elementary,California,555
Los Padres Elementary,California,799
Mission Park Elementary,California,739
Monterey Park Elementary,California,535
Natividad Elementary,California,680
Roosevelt Elementary,California,644
Sherwood Elementary,California,930
University Park Elementary,California,541
Laurel Wood Elementary,California,511
Boronda Meadows,California,784
Lincoln Elementary,California,601
Harden Middle,California,1225
Everett Alvarez High,California,2547
Alisal High,California,2749
El Sausal Middle,California,1056
Mount Toro High,California,175
North Salinas High,California,2071
Salinas High,California,2553
Washington Middle,California,1235
La Paz Middle,California,1050
Carr Lake Community Day,California,16
El Puente,California,363
San Antonio Elementary,California,157
San Ardo Elementary,California,97
San Benito High,California,2915
San Andreas Continuation High,California,128
North Verdemont Elementary,California,570
Palm Avenue Elementary,California,644
Arrowhead Elementary,California,315
Arrowview Middle,California,1111
Barton Elementary,California,500
Belvedere Elementary,California,681
Bradley Elementary,California,545
Captain Leland Norton Elementary,California,544
Cajon High,California,2820
Manuel A. Salinas Creative Arts Elementary,California,557
Cole Elementary,California,422
Curtis Middle,California,818
Cypress Elementary,California,622
Davidson Elementary,California,494
Del Rosa Elementary,California,563
Emmerton Elementary,California,523
Golden Valley Middle,California,843
Hunt Elementary,California,640
Kendall Elementary,California,420
Kimbark Elementary,California,343
Lankershim Elementary,California,764
Lincoln Elementary,California,828
Lytle Creek Elementary,California,653
Marshall Elementary,California,426
Monterey Elementary,California,522
Mt. Vernon Elementary,California,555
Muscoy Elementary,California,788
Newmark Elementary,California,415
North Park Elementary,California,528
Oehl Elementary,California,572
Parkside Elementary,California,550
Ramona-Alessandro Elementary,California,605
Richardson Prep Hi,California,617
Riley Elementary,California,620
Rio Vista Elementary,California,417
Roosevelt Elementary,California,663
San Bernardino High,California,1572
San Gorgonio High,California,2076
Serrano Middle,California,839
Shandin Hills Middle,California,816
Thompson Elementary,California,604
Urbita Elementary,California,523
Vermont Elementary,California,763
Warm Springs Elementary,California,565
Wilson Elementary,California,522
Fairfax Elementary,California,351
Anderson,California,106
Carmack,California,67
San Andreas High,California,520
Sierra High,California,394
Yvonne Harmon,California,28
STAR at Anderson Community Day,California,17
Martin Luther King Jr. Middle,California,701
Highland Pacific Elementary,California,346
Hillside Elementary,California,745
Howard Inghram Elementary,California,339
Del Vallejo Middle,California,562
Alternative Learning Center,California,29
Pacific High,California,1314
E. Neal Roberts Elementary,California,499
Provisional Accelerated Learning Academy,California,180
Arroyo Valley High,California,2605
Middle College High,California,288
ASA Charter,California,228
Cesar E. Chavez Middle,California,861
Roger Anton Elementary,California,730
Public Safety Academy,California,425
Juanita Blakely Jones Elementary,California,416
Casa Ramona Academy for Technology Community and Education,California,185
Colonel Joseph C. Rodriguez PREP Academy,California,765
Bing Wong Elementary,California,752
SOAR Charter Academy,California,459
Options for Youth-San Bernardino,California,620
New Vision Middle,California,315
Excel Prep Charter,California,182
Hardy Brown College Prep,California,374
Indian Springs High,California,1760
Bob Holcomb Elementary,California,590
Woodward Leadership Academy,California,84
Dr. Mildred Dalton Henry Elementary,California,395
George Brown Jr. Elementary,California,808
Graciano Gomez Elementary,California,634
Taft T. Newman Leadership Academy,California,112
Paakuma K-8,California,788
San Bernardino City Community Day,California,10
H. Frank Dominguez Elementary,California,461
Center For Learning and Educational Success,California,90
Ballington Acad for the Arts and Scis - San Bernardino,California,58
Allen (Decima M.) Elementary,California,346
Belle Air Elementary,California,296
El Crystal Elementary,California,257
John Muir Elementary,California,330
Parkside Intermediate,California,791
Rollingwood Elementary,California,273
Portola Elementary,California,366
San Carlos Charter Learning Center,California,371
Arundel Elementary,California,496
Brittan Acres Elementary,California,348
Central Middle,California,526
Heather Elementary,California,434
White Oaks Elementary,California,292
Tierra Linda Middle,California,710
San Carlos Student Services Preschool,California,
Arroyo,California,334
Darnall Charter,California,638
Scripps Ranch High,California,2182
Charter School of San Diego,California,1918
Harriet Tubman Village Charter,California,351
Kumeyaay Elementary,California,457
Nye Elementary,California,461
Language Academy,California,994
Dingeman Elementary,California,822
McGill School of Success,California,173
Adams Elementary,California,283
Alcott Elementary,California,199
Angier Elementary,California,541
Audubon K-8,California,460
Baker Elementary,California,437
Balboa Elementary,California,535
Barnard Elementary,California,436
Bay Park Elementary,California,452
Bell Middle,California,767
Bird Rock Elementary,California,468
Birney Elementary,California,560
Boone Elementary,California,473
Burbank Elementary,California,427
Cabrillo Elementary,California,152
Cadman Elementary,California,201
Carson Elementary,California,418
Carver Elementary,California,224
Central Elementary,California,707
Chesterton Elementary,California,447
Chollas/Mead Elementary,California,640
Clairemont High,California,957
Clay Elementary,California,300
Correia Middle,California,775
Crown Point Elementary,California,366
Cubberley Elementary,California,178
Curie Elementary,California,602
Dailard Elementary,California,532
Dewey Elementary,California,345
Doyle Elementary,California,738
Edison Elementary,California,515
Emerson/Bandini Elementary,California,568
Encanto Elementary,California,472
Ericson Elementary,California,687
Euclid Elementary,California,476
Farb Middle,California,415
Field Elementary,California,296
Fletcher Elementary,California,199
Florence Elementary,California,244
Foster Elementary,California,381
Franklin Elementary,California,324
Freese Elementary,California,319
Fulton K-8,California,363
Gage Elementary,California,497
Garfield High,California,195
Grant K-8,California,732
Green Elementary,California,455
Hamilton Elementary,California,505
Hancock Elementary,California,625
Hardy Elementary,California,380
Hawthorne Elementary,California,227
Hearst Elementary,California,495
Henry High,California,2390
Hickman Elementary,California,420
Holmes Elementary,California,564
Hoover High,California,2135
Horton Elementary,California,474
Fay Elementary,California,696
Jefferson Elementary,California,367
Jerabek Elementary,California,644
John Muir,California,284
Johnson Elementary,California,371
Jones Elementary,California,301
Juarez Elementary,California,239
Keiller Leadership Academy,California,599
La Jolla Elementary,California,568
La Jolla High,California,1540
Lafayette Elementary,California,227
Pacific View Leadership Elementary,California,300
Lewis Middle,California,1156
Linda Vista Elementary,California,387
Lindbergh/Schweitzer Elementary,California,391
Logan K-8,California,580
Loma Portal Elementary,California,383
Longfellow K-8,California,802
Perkins K-8,California,460
Madison High,California,1086
Mann Middle,California,723
Marshall Elementary,California,512
Marston Middle,California,689
Marvin Elementary,California,460
Mason Elementary,California,570
McKinley Elementary,California,581
Miller Elementary,California,735
Mira Mesa High,California,2424
Miramar Ranch Elementary,California,758
Mission Bay High,California,1054
Montgomery Middle,California,453
Morse High,California,1755
Muirlands Middle,California,1052
Oak Park Elementary,California,529
Ocean Beach Elementary,California,429
Pacific Beach Elementary,California,390
Pacific Beach Middle,California,743
Paradise Hills Elementary,California,291
Penn Elementary,California,369
Perry Elementary,California,412
Pershing Middle,California,693
Point Loma High,California,1952
Riley/New Dawn,California,165
Rolando Park Elementary,California,212
Roosevelt International Middle,California,1018
Ross Elementary,California,262
Rowan Elementary,California,231
Sandburg Elementary,California,663
Sequoia Elementary,California,196
Serra High,California,1650
Sessions Elementary,California,498
Sherman Elementary,California,663
Silver Gate Elementary,California,544
Spreckels Elementary,California,627
Standley Middle,California,1078
King-Chavez Primary Academy,California,387
Sunset View Elementary,California,446
Taft Middle,California,509
Tierrasanta Elementary,California,506
Toler Elementary,California,241
Torrey Pines Elementary,California,500
Twain High,California,230
Valencia Park Elementary,California,520
Vista Grande Elementary,California,419
Walker Elementary,California,409
Wangenheim Middle,California,905
Washington Elementary,California,293
Webster Elementary,California,337
Wegeforth Elementary,California,188
Benchley/Weinberger Elementary,California,563
Whitman Elementary,California,208
Wilson Middle,California,670
Clark Middle,California,1090
Kimbrough Elementary,California,389
Chavez Elementary,California,495
Rosa Parks Elementary,California,957
ALBA,California,32
Dana,California,801
Marshall Middle,California,1619
Museum,California,227
Whittier K-12,California,51
University City High,California,1799
Preuss School UCSD,California,816
Garfield Elementary,California,311
Holly Drive Leadership Academy,California,124
High Tech High,California,578
High Tech Elementary Explorer,California,353
San Diego SCPA,California,1424
Bethune K-8,California,598
De Portola Middle,California,932
Zamorano Elementary,California,1205
Challenger Middle,California,984
Mt. Everest Academy,California,276
The O'Farrell Charter,California,1689
Hage Elementary,California,700
Scripps Elementary,California,739
King-Chavez Academy of Excellence,California,327
Audeo Charter,California,427
Creative Performing and Media Arts,California,1032
San Diego Cooperative Charter,California,457
Albert Einstein Academy Charter Elementary,California,797
High Tech High International,California,407
Learning Choice Academy,California,950
San Diego International Studies,California,1024
San Diego Business/Leadership,California,614
Kearny Digital Media & Design,California,384
Kearny SCT,California,369
Kearny College Connections,California,385
Kearny Eng Innov & Design,California,324
Crawford High,California,1098
San Diego Science and Technology,California,753
San Diego Metro Career and Tech,California,126
High Tech Middle Media Arts,California,312
Golden Hill K-8,California,386
TRACE,California,419
High Tech Middle,California,310
KIPP Adelante Preparatory Academy,California,305
Porter Elementary,California,984
Cherokee Point Elementary,California,388
Ibarra Elementary,California,505
Iftin Charter,California,423
High Tech High Media Arts,California,400
King-Chavez Arts Academy,California,191
King-Chavez Athletics Academy,California,190
Magnolia Science Academy San Diego,California,427
Normal Heights Elementary,California,330
Albert Einstein Academy Charter Middle,California,612
King-Chavez Preparatory Academy,California,356
Arroyo Paseo Charter High,California,105
Lincoln High,California,1447
Rodriguez Elementary,California,524
Joyner Elementary,California,654
Health Sciences High,California,594
King-Chavez Community High,California,524
Memorial Scholars & Athletes,California,364
Innovations Academy,California,390
East Village High,California,97
Urban Discovery Academy Charter,California,485
Innovation Middle,California,511
Millennial Tech Middle,California,451
Gompers Preparatory Academy,California,1237
iHigh Virtual Academy,California,36
Evangeline Roberts Institute of Learning,California,130
SD Global Vision Academy,California,347
School for Entrepreneurship and Technology,California,253
Old Town Academy K-8 Charter,California,256
America's Finest Charter,California,390
Knox Middle,California,609
City Heights Preparatory Charter,California,178
San Diego Global Vision Academy Middle,California,
Epiphany Prep Charter,California,217
Home & Hosp/Transition Support,California,69
Kavod Elementary Charter,California,145
e3 Civic High,California,458
San Diego Cooperative Charter School 2,California,241
Health Sciences Middle,California,129
Laurel Preparatory Academy,California,145
Elevate Elementary,California,218
Empower Charter,California,113
High Tech Elementary,California,401
Jonas Salk Elementary,California,588
Ingenuity Charter,California,111
Earl Warren Middle,California,537
Oak Crest Middle,California,717
San Dieguito High Academy,California,1834
Sunset High (Continuation),California,115
Torrey Pines High,California,2574
La Costa Canyon High,California,1919
Diegueno Middle,California,1002
Carmel Valley Middle,California,1176
Canyon Crest Academy,California,2406
Pacific Trails Middle,California,623
Asawa (Ruth) SF Sch of the Arts A Public School,California,664
Brown Jr. (Willie L) Middle,California,251
Marshall (Thurgood) High,California,463
Creative Arts Charter,California,439
Yu (Alice Fong) Elementary,California,589
Chin (John Yehall) Elementary,California,270
Giannini (A.P.) Middle,California,1196
Lincoln (Abraham) High,California,2072
Alamo Elementary,California,533
Alvarado Elementary,California,518
Aptos Middle,California,987
Argonne Elementary,California,433
Balboa High,California,1249
Carmichael (Bessie)/FEC,California,614
Harte (Bret) Elementary,California,206
Bryant Elementary,California,213
Chinese Education Center,California,75
Cleveland Elementary,California,366
Sloat (Commodore) Elementary,California,394
Lau (Gordon J.) Elementary,California,679
Webster (Daniel) Elementary,California,287
Milk (Harvey) Civil Rights Elementary,California,228
Downtown High,California,143
Taylor (Edward R.) Elementary,California,660
El Dorado Elementary,California,214
Fairmount Elementary,California,375
Key (Francis Scott) Elementary,California,555
Francisco Middle,California,617
McCoppin (Frank) Elementary,California,213
Galileo High,California,1872
Garfield Elementary,California,221
Peabody (George) Elementary,California,276
Moscone (George R.) Elementary,California,390
Carver (George Washington) Elementary,California,190
Washington (George) High,California,2010
Glen Park Elementary,California,352
Grattan Elementary,California,397
Guadalupe Elementary,California,402
Chavez (Cesar) Elementary,California,434
Hoover (Herbert) Middle,California,978
Hillcrest Elementary,California,448
Buena Vista/ Horace Mann K-8,California,592
Denman (James) Middle,California,799
Lick (James) Middle,California,655
Parker (Jean) Elementary,California,237
Jefferson Elementary,California,512
Muir (John) Elementary,California,246
Ortega (Jose) Elementary,California,408
Serra (Junipero) Elementary,California,284
Lafayette Elementary,California,548
Lakeshore Alternative Elementary,California,473
Lawton Alternative Elementary,California,594
Flynn (Leonard R.) Elementary,California,448
Longfellow Elementary,California,559
Lowell High,California,2720
Marina Middle,California,793
Marshall Elementary,California,259
McKinley Elementary,California,385
Miraloma Elementary,California,389
Mission Education Center,California,164
Mission High,California,1076
Monroe Elementary,California,553
New Traditions Elementary,California,255
Wells (Ida B.) High,California,161
Revere (Paul) Elementary,California,456
King Jr. (Martin Luther) Academic Middle,California,501
Presidio Middle,California,1134
Parks (Rosa) Elementary,California,483
Redding Elementary,California,253
Stevenson (Robert Louis) Elementary,California,499
Rooftop Elementary,California,590
Roosevelt Middle,California,699
San Francisco Community Alternative,California,280
Sanchez Elementary,California,246
Clarendon Alternative Elementary,California,541
Sheridan Elementary,California,212
Sherman Elementary,California,379
Malcolm X Academy,California,86
Spring Valley Elementary,California,342
King (Thomas Starr) Elementary,California,313
Sunnyside Elementary,California,388
Sutro Elementary,California,260
Ulloa Elementary,California,522
Visitacion Valley Elementary,California,392
Visitacion Valley Middle,California,390
West Portal Elementary,California,592
Cobb (William L.) Elementary,California,119
Sunset Elementary,California,403
O'Connell (John) High,California,372
Leadership High,California,296
Life Learning Academy Charter,California,32
Gateway High,California,477
Tenderloin Community,California,298
Independence High,California,205
Lilienthal (Claire) Elementary,California,680
Everett Middle,California,610
Wallenberg (Raoul) Traditional High,California,639
Burton (Phillip and Sala) Academic High,California,1055
Drew (Charles) College Preparatory Academy,California,206
Yick Wo Elementary,California,256
International Studies Academy,California,
Edison Charter Academy,California,715
Jordan (June) School for Equity,California,242
KIPP San Francisco Bay Academy,California,364
KIPP Bayview Academy,California,263
Five Keys Charter (SF Sheriff's),California,337
City Arts and Tech High,California,335
Feinstein (Dianne) Elementary,California,499
Five Keys Independence HS (SF Sheriff's),California,2726
Five Keys Adult School (SF Sheriff's),California,154
Chinese Immersion School at DeAvila,California,400
S.F. International High,California,325
Academy (The)- SF @McAteer,California,362
Tule Elk Park Children Center,California,
Mission Preparatory,California,264
San Francisco Public Montessori,California,172
Gateway Middle,California,310
Noriega Children Center,California,
Weill (Raphael) Children Center,California,
Mahler (Theresa S.) Children Center,California,
Las Americas Children Center,California,
Cooper (Sarah B.) Children Center,California,
KIPP San Francisco College Preparatory,California,388
McLaren (John) Children Centers,California,
Presidio Children Center,California,
San Miguel Children Center,California,
Havard (Leona M) Early Education School,California,
Stockton (Commodore) Children Center,California,
Gateway to College,California,133
Coolidge Elementary,California,379
Jefferson Middle,California,1207
McKinley Elementary,California,586
Roosevelt Elementary,California,387
Washington Elementary,California,487
Wilson Elementary,California,340
Gabrielino High,California,1812
Options for Youth San Gabriel,California,1039
Del Mar High,California,51
Hyatt Elementary,California,575
Monte Vista Middle,California,906
Mountain View High,California,231
San Jacinto Elementary,California,551
San Jacinto High,California,2509
San Jacinto Valley Academy,California,1369
North Mountain Middle,California,1083
De Anza Elementary,California,646
Park Hill Elementary,California,762
Estudillo Elementary,California,685
Clayton A. Record Jr. Elementary,California,573
Mountain Heights Academy,California,162
Megan Cope Elementary,California,906
San Jacinto Leadership Academy - Magnet,California,224
San Jacinto Early Childhood Education Center,California,
Community Career Academy (Continuation),California,
Gunderson Plus (Continuation),California,
Willow Glen Plus (Continuation),California,
Pioneer Plus (Continuation),California,
Williams Elementary,California,675
Leland Plus (Continuation),California,
San Jose High Academy Plus,California,
River Glen,California,518
Abraham Lincoln High,California,1933
Allen at Steinbeck,California,653
Almaden Elementary,California,343
Anne Darling Elementary,California,415
Bachrodt Charter Academy,California,703
Booksin Elementary,California,823
Bret Harte Middle,California,1213
Rachel Carson Elementary,California,315
Castillero Middle,California,1137
Broadway High,California,169
Willow Glen Middle,California,1267
Empire Gardens Elementary,California,340
Gardner Elementary,California,390
Grant Elementary,California,542
Graystone Elementary,California,605
Gunderson High,California,1118
Herbert Hoover Middle,California,1063
Horace Mann Elementary,California,443
John Muir Middle,California,1115
Leland High,California,1881
Los Alamitos Elementary,California,736
Lowell Elementary,California,320
Selma Olinder Elementary,California,395
Peter Burnett Middle,California,754
Pioneer High,California,1632
Reed Elementary,California,448
San Jose High,California,1101
Schallenberger Elementary,California,552
Simonds Elementary,California,716
Terrell Elementary,California,422
Merritt Trace Elementary,California,941
Hacienda Science/Environmental Magnet,California,745
Washington Elementary,California,467
Willow Glen Elementary,California,791
Willow Glen High,California,1711
Liberty High (Alternative),California,304
Hammer Montessori at Galarza Elementary,California,325
Downtown College Preparatory,California,375
Middle College High,California,45
Canoas Elementary,California,338
Ernesto Galarza Elementary,California,450
Lincoln Plus High,California,
Downtown College Preparatory Middle,California,511
ACE Inspire Academy,California,188
Gold River Discovery Center K-8,California,820
Arcade Fundamental Middle,California,451
Arden Middle,California,941
Arlington Heights Elementary,California,325
John Barrett Middle,California,635
Bella Vista High,California,2007
